parameter,chains,biomass_vars,units
phi,0.6788925323921795,fila,chla_mgm2
gamma_light,0.3712479067971634,fila,chla_mgm2
gamma_fila,0.04393447554146672,fila,chla_mgm2
phi,0.6708070820865454,fila,chla_mgm2
gamma_light,0.37547981657826923,fila,chla_mgm2
gamma_fila,0.019439326808794743,fila,chla_mgm2
phi,0.6896226849724274,fila,chla_mgm2
gamma_light,0.3873680686325639,fila,chla_mgm2
gamma_fila,0.014208821049351866,fila,chla_mgm2
phi,0.6950076975714119,fila,chla_mgm2
gamma_light,0.39624604122343693,fila,chla_mgm2
gamma_fila,0.034628836440086685,fila,chla_mgm2
phi,0.6837381407756081,fila,chla_mgm2
gamma_light,0.3800608212692842,fila,chla_mgm2
gamma_fila,0.015342114215270446,fila,chla_mgm2
phi,0.6907838120807512,fila,chla_mgm2
gamma_light,0.4042492019879729,fila,chla_mgm2
gamma_fila,-4.1617966171619744e-4,fila,chla_mgm2
phi,0.6790310442837182,fila,chla_mgm2
gamma_light,0.3480392902888081,fila,chla_mgm2
gamma_fila,0.07697494161947321,fila,chla_mgm2
phi,0.6937097927255511,fila,chla_mgm2
gamma_light,0.359799985938102,fila,chla_mgm2
gamma_fila,0.005694188145058747,fila,chla_mgm2
phi,0.697921659922745,fila,chla_mgm2
gamma_light,0.390535895507323,fila,chla_mgm2
gamma_fila,0.029881549384356075,fila,chla_mgm2
phi,0.7056634691785987,fila,chla_mgm2
gamma_light,0.37850872573324407,fila,chla_mgm2
gamma_fila,0.04320175621235995,fila,chla_mgm2
phi,0.6960433789522374,fila,chla_mgm2
gamma_light,0.3741457280098324,fila,chla_mgm2
gamma_fila,0.027744745830308504,fila,chla_mgm2
phi,0.6699679562047115,fila,chla_mgm2
gamma_light,0.38442747583547404,fila,chla_mgm2
gamma_fila,0.020758119719412663,fila,chla_mgm2
phi,0.7127000245864203,fila,chla_mgm2
gamma_light,0.37254802017246996,fila,chla_mgm2
gamma_fila,0.040672780771850645,fila,chla_mgm2
phi,0.7043273530190901,fila,chla_mgm2
gamma_light,0.37798821964768137,fila,chla_mgm2
gamma_fila,0.028196269493003506,fila,chla_mgm2
phi,0.7061432177848828,fila,chla_mgm2
gamma_light,0.3852134813643623,fila,chla_mgm2
gamma_fila,0.05345475798733769,fila,chla_mgm2
phi,0.7119896198036113,fila,chla_mgm2
gamma_light,0.39155196641418516,fila,chla_mgm2
gamma_fila,0.005462699515934437,fila,chla_mgm2
phi,0.6660050090185152,fila,chla_mgm2
gamma_light,0.3500213634147114,fila,chla_mgm2
gamma_fila,0.033063235247221955,fila,chla_mgm2
phi,0.6970173847858849,fila,chla_mgm2
gamma_light,0.3624921105882778,fila,chla_mgm2
gamma_fila,0.05063900847871929,fila,chla_mgm2
phi,0.6901589648202378,fila,chla_mgm2
gamma_light,0.37890112068656934,fila,chla_mgm2
gamma_fila,0.04881623918788333,fila,chla_mgm2
phi,0.7083423006648514,fila,chla_mgm2
gamma_light,0.3843924210128021,fila,chla_mgm2
gamma_fila,0.038571957591038694,fila,chla_mgm2
phi,0.6946629929543977,fila,chla_mgm2
gamma_light,0.3824750713845448,fila,chla_mgm2
gamma_fila,0.03791820623233149,fila,chla_mgm2
phi,0.6975928895646112,fila,chla_mgm2
gamma_light,0.403770288224674,fila,chla_mgm2
gamma_fila,0.004011521547511511,fila,chla_mgm2
phi,0.6957201007223535,fila,chla_mgm2
gamma_light,0.35411631774599106,fila,chla_mgm2
gamma_fila,0.057074949196668744,fila,chla_mgm2
phi,0.6919852918431192,fila,chla_mgm2
gamma_light,0.3903485540415005,fila,chla_mgm2
gamma_fila,0.01176400392101284,fila,chla_mgm2
phi,0.7076768736123341,fila,chla_mgm2
gamma_light,0.41472840419481516,fila,chla_mgm2
gamma_fila,0.05036943267662811,fila,chla_mgm2
phi,0.7203333027689013,fila,chla_mgm2
gamma_light,0.3692794912478335,fila,chla_mgm2
gamma_fila,0.04632881159981467,fila,chla_mgm2
phi,0.6679369063696715,fila,chla_mgm2
gamma_light,0.3575011615588799,fila,chla_mgm2
gamma_fila,0.05253575672511047,fila,chla_mgm2
phi,0.6760635688955519,fila,chla_mgm2
gamma_light,0.3732225626838819,fila,chla_mgm2
gamma_fila,0.04280146259596851,fila,chla_mgm2
phi,0.6845998297179816,fila,chla_mgm2
gamma_light,0.34666555346698374,fila,chla_mgm2
gamma_fila,0.0848869060397681,fila,chla_mgm2
phi,0.6900622113433607,fila,chla_mgm2
gamma_light,0.38401735051608105,fila,chla_mgm2
gamma_fila,0.04361196229548772,fila,chla_mgm2
phi,0.710066425127877,fila,chla_mgm2
gamma_light,0.380610290956518,fila,chla_mgm2
gamma_fila,0.01637667377498799,fila,chla_mgm2
phi,0.6788029326965076,fila,chla_mgm2
gamma_light,0.3845443321799928,fila,chla_mgm2
gamma_fila,0.01127838909770489,fila,chla_mgm2
phi,0.7033581195574747,fila,chla_mgm2
gamma_light,0.38296046746277007,fila,chla_mgm2
gamma_fila,0.056365204386064,fila,chla_mgm2
phi,0.6967659742906842,fila,chla_mgm2
gamma_light,0.3521163875420477,fila,chla_mgm2
gamma_fila,0.09619711286847984,fila,chla_mgm2
phi,0.708461498281617,fila,chla_mgm2
gamma_light,0.36657450335172,fila,chla_mgm2
gamma_fila,0.04272321729729844,fila,chla_mgm2
phi,0.6769596130463792,fila,chla_mgm2
gamma_light,0.37565911541976166,fila,chla_mgm2
gamma_fila,0.040769759913384974,fila,chla_mgm2
phi,0.6915842399846592,fila,chla_mgm2
gamma_light,0.3914891284796524,fila,chla_mgm2
gamma_fila,0.01572898409750955,fila,chla_mgm2
phi,0.7189687827850142,fila,chla_mgm2
gamma_light,0.39599917274442414,fila,chla_mgm2
gamma_fila,2.042417143550662e-4,fila,chla_mgm2
phi,0.6927530916605211,fila,chla_mgm2
gamma_light,0.36884079143638143,fila,chla_mgm2
gamma_fila,0.05818796119221721,fila,chla_mgm2
phi,0.7013491818207331,fila,chla_mgm2
